Cheval;Âge;Sexe;Race;Courses;Victoires;Places;Allocation tot.;Prime Prop.;Alloc. + Prime Prop.;Gain moyen;Valeur
LOUNA CHOPE;6;F;PUR SANG;5;1;2;8120,00;3654,00;11774,00;1624,00;195.0
BELLE DE SABA;4;F;PUR SANG;7;1;2;8120,00;3653,00;11773,00;1160,00;270.0
LUCKY D'ID;3;M;PUR SANG;7;0;3;8118,00;6088,00;14206,00;1159,71;300.0
MISS DU CHAUFFOUR;3;F;PUR SANG;7;0;4;8110,00;3382,00;11492,00;1158,57;250.0
MUMMY DU SEUIL;3;F;CHEVAL AUTRE QUE PUR SANG;2;0;2;8105,00;0,00;8105,00;4052,50;
DARK SECRET;3;M;PUR SANG;2;0;2;8100,00;6074,00;14174,00;4050,00;400.0
ANOTHER LIGHT;3;F;PUR SANG;2;0;2;8100,00;0,00;8100,00;4050,00;
JURMALA;3;F;PUR SANG;4;0;3;8100,00;0,00;8100,00;2025,00;350.0
NOVA GORICA;3;F;PUR SANG;4;0;3;8085,00;3701,00;11786,00;2021,25;320.0
SOURCE YVETTE;5;F;PUR SANG;18;0;11;8077,00;1997,00;10074,00;448,72;150.0
MEAUTIS;4;H;PUR SANG;5;1;2;8074,00;3632,00;11706,00;1614,80;330.0
VOLCANO;3;M;PUR SANG;3;0;2;8070,00;6052,00;14122,00;2690,00;350.0
AMARHALEN;8;F;PUR SANG;8;0;6;8069,00;3628,00;11697,00;1008,63;205.0
SOKNA;4;F;PUR SANG;7;0;4;8032,00;3613,00;11645,00;1147,43;310.0
POPPIE SAN;4;F;PUR SANG;7;1;3;8030,00;2106,00;10136,00;1147,14;235.0
RAYO DE LUZ;4;F;PUR SANG;10;0;6;8020,00;3609,00;11629,00;802,00;230.0
KNOSSINGTON;3;H;PUR SANG;7;0;5;8014,00;6009,00;14023,00;1144,86;295.0
TIME TO PARLEY;6;F;PUR SANG;7;1;1;8010,00;0,00;8010,00;1144,29;230.0
WHEEL OF CHANCE;8;H;PUR SANG;3;1;0;8000,00;3600,00;11600,00;2666,67;295.0
AIGUIERE D'ARGENT;8;H;PUR SANG;7;1;0;8000,00;3600,00;11600,00;1142,86;295.0
MONA LISA;7;F;PUR SANG;1;1;0;8000,00;3600,00;11600,00;8000,00;220.0
MON BEL CANTO;7;H;PUR SANG;2;1;0;8000,00;3600,00;11600,00;4000,00;420.0
ALCARAZ;6;H;PUR SANG;1;1;0;8000,00;3600,00;11600,00;8000,00;405.0
ZAMANIE;4;F;PUR SANG;3;1;0;8000,00;3600,00;11600,00;2666,67;315.0
LINO;4;M;ARABE;1;1;0;8000,00;3600,00;11600,00;8000,00;510.0
ABACUR;4;H;PUR SANG;1;1;0;8000,00;3600,00;11600,00;8000,00;
WARD;4;M;ARABE;3;1;0;8000,00;3600,00;11600,00;2666,67;420.0
KAREME DE GHAZAL;4;M;ARABE;5;1;2;8000,00;3600,00;11600,00;1600,00;395.0
LADY NAGIN;5;F;PUR SANG;4;1;0;8000,00;0,00;8000,00;2000,00;290.0
HM CHAWLAH;5;F;ARABE;5;0;4;8000,00;3600,00;11600,00;1600,00;420.0
ROSE OF THE CITY;4;F;PUR SANG;7;0;4;8000,00;3600,00;11600,00;1142,86;340.0
MIMOS;3;F;PUR SANG;3;0;1;8000,00;6000,00;14000,00;2666,67;440.0
MIJAS;2;M;PUR SANG;1;0;1;8000,00;0,00;8000,00;8000,00;
HEYBETLI;3;M;PUR SANG;4;0;1;8000,00;6000,00;14000,00;2000,00;450.0
POINT LYNAS;6;H;PUR SANG;1;0;1;8000,00;0,00;8000,00;8000,00;505.0
JOYOUS HEART;2;F;PUR SANG;1;0;1;8000,00;0,00;8000,00;8000,00;
MEELAF;2;F;PUR SANG;1;0;1;8000,00;0,00;8000,00;8000,00;
NORTH ICE;2;M;PUR SANG;2;0;2;7980,00;0,00;7980,00;3990,00;
KALEOBAYANE;5;F;PUR SANG;9;0;7;7978,00;3589,00;11567,00;886,44;180.0
CHIAREGGIO;5;H;PUR SANG;9;0;5;7977,00;3589,00;11566,00;886,33;300.0
SIGNORA BELLISSIMA;5;F;PUR SANG;7;0;3;7970,00;0,00;7970,00;1138,57;330.0
JUFULL DU SEUIL;6;F;PUR SANG;6;1;1;7950,00;3577,00;11527,00;1325,00;235.0
PALIMERO;8;H;PUR SANG;9;1;2;7950,00;0,00;7950,00;883,33;190.0
ZAKYNA AL ZARAYAN;4;F;ARABE;7;0;3;7950,00;3577,00;11527,00;1135,71;420.0
BAGAZ;3;H;PUR SANG;4;0;3;7950,00;5962,00;13912,00;1987,50;345.0
FECAMP;6;H;PUR SANG;7;1;1;7940,00;3573,00;11513,00;1134,29;190.0
RENCONTRE SPORTIVE;2;H;PUR SANG;2;1;1;7940,00;5955,00;13895,00;3970,00;
SHERKANE;4;M;PUR SANG;1;1;0;7935,00;3570,00;11505,00;7935,00;370.0
MAXIMILIEN;2;M;PUR SANG;4;0;4;7935,00;5950,00;13885,00;1983,75;380.0
SARIMARES;4;F;PUR SANG;5;1;1;7932,00;3569,00;11501,00;1586,40;190.0
SAINT ROMAIN;8;H;PUR SANG;12;1;6;7925,00;3565,00;11490,00;660,42;600.0
PALETUVIER;5;H;PUR SANG;8;1;3;7920,00;3563,00;11483,00;990,00;190.0
MOON OF THE NIGHT;3;F;PUR SANG;7;0;6;7920,00;5940,00;13860,00;1131,43;250.0
THE FRENCH SON;3;H;PUR SANG;3;0;3;7905,00;5928,00;13833,00;2635,00;340.0
FULL OF HOPE;4;F;PUR SANG;3;0;2;7900,00;0,00;7900,00;2633,33;390.0
DRAPEAU BLANC;6;F;PUR SANG;8;1;4;7895,00;3228,00;11123,00;986,88;190.0
POLITE;6;H;PUR SANG;4;1;1;7886,00;3548,00;11434,00;1971,50;325.0
MANDATORY;3;H;PUR SANG;10;0;5;7880,00;5909,00;13789,00;788,00;265.0
PAGANY;4;F;PUR SANG;4;1;2;7870,00;2079,00;9949,00;1967,50;200.0
VILLA ADRIENNE;2;F;PUR SANG;4;0;4;7869,00;5901,00;13770,00;1967,25;340.0
DALYAN;2;M;PUR SANG;2;1;1;7866,00;5899,00;13765,00;3933,00;
KAFKAIENNE;5;F;CHEVAL AUTRE QUE PUR SANG;2;1;1;7850,00;0,00;7850,00;3925,00;540.0
VITTVITT;5;F;PUR SANG;14;0;7;7850,00;3532,00;11382,00;560,71;200.0
SILGREYPIT;3;F;PUR SANG;7;0;4;7850,00;5887,00;13737,00;1121,43;365.0
IN THE ARMY NOW;5;F;PUR SANG;7;0;6;7842,00;3528,00;11370,00;1120,29;205.0
ILDOUCE FLECHOIS;7;H;PUR SANG;4;1;1;7840,00;3528,00;11368,00;1960,00;280.0
LEJENDARIO;7;H;PUR SANG;10;0;4;7840,00;3528,00;11368,00;784,00;225.0
LIGHT L'AUDRIELLE;2;M;PUR SANG;2;1;1;7830,00;5872,00;13702,00;3915,00;
NOROLLES;5;F;PUR SANG;6;0;5;7830,00;3523,00;11353,00;1305,00;205.0
KIM KARALA;5;F;PUR SANG;8;0;4;7826,00;3521,00;11347,00;978,25;205.0
MISS OF CHANGE;3;F;PUR SANG;2;0;2;7825,00;5868,00;13693,00;3912,50;395.0
LUTECE ALLEN;4;F;CHEVAL AUTRE QUE PUR SANG;2;1;1;7810,00;0,00;7810,00;3905,00;
DANCE AHEAD;5;H;PUR SANG;5;0;3;7810,00;0,00;7810,00;1562,00;290.0
COCOON QUATRE;5;F;PUR SANG;10;1;1;7805,00;3512,00;11317,00;780,50;330.0
YDROMELLE AA;10;F;ANGLO-ARABE;2;1;1;7800,00;0,00;7800,00;3900,00;
IN THE MIX;7;F;CHEVAL AUTRE QUE PUR SANG;3;1;1;7800,00;0,00;7800,00;2600,00;
SHOOTER;4;M;PUR SANG;2;1;1;7800,00;3510,00;11310,00;3900,00;305.0
AMIDARGENT;3;H;PUR SANG;1;1;0;7800,00;5850,00;13650,00;7800,00;
SARASTRO;3;M;PUR SANG;1;1;0;7800,00;0,00;7800,00;7800,00;
MICMAC D'ANGOS AA;3;H;ANGLO-ARABE;1;1;0;7800,00;0,00;7800,00;7800,00;
AMPARITO;3;F;PUR SANG;1;1;0;7800,00;0,00;7800,00;7800,00;
PRADARO;10;H;PUR SANG;6;0;2;7800,00;3510,00;11310,00;1300,00;425.0
AL QAREEM;6;H;PUR SANG;1;0;1;7800,00;0,00;7800,00;7800,00;
CHORUS;4;F;PUR SANG;1;0;1;7800,00;0,00;7800,00;7800,00;460.0
OMNI MAN;3;M;PUR SANG;1;0;1;7800,00;0,00;7800,00;7800,00;
MUHAARIA;2;F;PUR SANG;4;0;3;7794,00;5845,00;13639,00;1948,50;360.0
TI MITLAA;3;F;PUR SANG;10;1;6;7790,00;5842,00;13632,00;779,00;500.0
LA SEBASTIANA;4;F;PUR SANG;4;1;1;7775,00;2925,00;10700,00;1943,75;305.0
LANMADERLO;4;H;CHEVAL AUTRE QUE PUR SANG;5;1;1;7775,00;0,00;7775,00;1555,00;
HURLEVENT;3;H;PUR SANG;6;1;3;7775,00;5118,00;12893,00;1295,83;260.0
MOON SEA;3;M;PUR SANG;5;0;4;7770,00;5826,00;13596,00;1554,00;325.0
PRINCESS KARA;5;F;PUR SANG;7;0;3;7766,00;3494,00;11260,00;1109,43;250.0
UPPERCUT;3;M;PUR SANG;6;1;2;7750,00;5812,00;13562,00;1291,67;315.0
SHOWBOATED;4;H;PUR SANG;10;1;2;7750,00;3487,00;11237,00;775,00;190.0
MAKE IT RIGHT;3;F;PUR SANG;5;1;3;7750,00;2437,00;10187,00;1550,00;325.0
BEAU GARS;3;M;PUR SANG;6;0;5;7745,00;5808,00;13553,00;1290,83;360.0
MRS ROBINSON;4;F;PUR SANG;8;1;2;7740,00;3312,00;11052,00;967,50;215.0
QUDILLERO;9;H;PUR SANG;6;1;1;7736,00;3481,00;11217,00;1289,33;240.0
EMERALD ISLAND;3;M;PUR SANG;4;0;3;7725,00;5793,00;13518,00;1931,25;345.0
HEARTLAND;4;F;PUR SANG;4;1;2;7720,00;2790,00;10510,00;1930,00;290.0
SANAHAH;4;F;PUR SANG;8;0;7;7705,00;1489,00;9194,00;963,13;210.0
PHILOSOPHY;10;H;PUR SANG;7;0;4;7704,00;3466,00;11170,00;1100,57;240.0
LARNO;11;H;PUR SANG;9;1;0;7700,00;3465,00;11165,00;855,56;320.0
LOVELY MISS;9;F;PUR SANG;6;1;2;7700,00;3465,00;11165,00;1283,33;200.0
VALIABAD;6;H;PUR SANG;1;1;0;7700,00;3465,00;11165,00;7700,00;340.0
POLMINHAC;6;H;PUR SANG;3;1;0;7700,00;3465,00;11165,00;2566,67;240.0
TRICKY LIGHT;3;F;PUR SANG;7;1;5;7700,00;5775,00;13475,00;1100,00;540.0
BALBEC;3;H;PUR SANG;4;1;2;7700,00;5775,00;13475,00;1925,00;315.0
SILHAM;4;F;PUR SANG;3;1;1;7700,00;2925,00;10625,00;2566,67;345.0
VERA CAO;4;F;PUR SANG;3;1;1;7700,00;0,00;7700,00;2566,67;350.0
FEELINGS;2;M;PUR SANG;2;0;2;7694,00;0,00;7694,00;3847,00;
LIENESSE;4;H;PUR SANG;4;0;3;7692,00;3461,00;11153,00;1923,00;270.0
NAMOURIA;4;F;PUR SANG;3;0;2;7690,00;0,00;7690,00;2563,33;405.0
SHADE;5;H;PUR SANG;10;0;5;7680,00;3456,00;11136,00;768,00;230.0
CHILD OF VISION;2;F;PUR SANG;2;0;2;7672,00;5754,00;13426,00;3836,00;
DAMABIAH ANGEL;2;F;PUR SANG;4;0;4;7668,00;5750,00;13418,00;1917,00;370.0
MINNATA;4;F;PUR SANG;8;0;7;7660,00;3446,00;11106,00;957,50;235.0
APOLLON;6;H;PUR SANG;6;0;2;7657,00;0,00;7657,00;1276,17;275.0
OCEAN VIKING;4;M;PUR SANG;2;0;2;7650,00;0,00;7650,00;3825,00;420.0
SUGARCANE;2;F;PUR SANG;2;1;1;7642,00;5731,00;13373,00;3821,00;
UNAMUNO;9;H;PUR SANG;2;1;1;7632,00;0,00;7632,00;3816,00;260.0
HISTOIREDEMARS;4;F;PUR SANG;4;1;3;7630,00;126,00;7756,00;1907,50;250.0
DREAM WUKAIR;5;F;PUR SANG;8;0;5;7630,00;3433,00;11063,00;953,75;215.0
LADY MELISSA;3;F;PUR SANG;6;1;2;7629,00;0,00;7629,00;1271,50;305.0
LAHOMI;3;F;PUR SANG;7;1;4;7625,00;4874,00;12499,00;1089,29;240.0
ELEGANTIA;5;F;PUR SANG;3;0;3;7610,00;3424,00;11034,00;2536,67;190.0
BECQUANIENTE;5;F;PUR SANG;7;0;5;7605,00;3420,00;11025,00;1086,43;255.0
KER STORMY;6;H;PUR SANG;3;1;1;7600,00;3419,00;11019,00;2533,33;350.0
VARENNE;3;H;PUR SANG;3;1;1;7600,00;5700,00;13300,00;2533,33;320.0
PREDETERMINED;12;H;PUR SANG;6;1;1;7600,00;3420,00;11020,00;1266,67;165.0
STERN MARKKA;4;M;PUR SANG;4;0;2;7600,00;3420,00;11020,00;1900,00;420.0
JANNAH PEARL;4;F;PUR SANG;3;0;2;7600,00;3420,00;11020,00;2533,33;415.0
NEUF DE PAQUES;3;F;PUR SANG;3;0;3;7600,00;4049,00;11649,00;2533,33;340.0
BALTIC DUKE;3;H;PUR SANG;3;0;3;7590,00;0,00;7590,00;2530,00;340.0
HAMURANA SPRINGST;4;H;PUR SANG;4;1;1;7580,00;0,00;7580,00;1895,00;250.0
KLASH KARAYIB;3;F;PUR SANG;11;1;6;7580,00;5685,00;13265,00;689,09;490.0
MONSIEUR GEORGE;9;H;PUR SANG;10;0;7;7580,00;2735,00;10315,00;758,00;200.0
AMICIS;5;F;PUR SANG;8;0;6;7570,00;2877,00;10447,00;946,25;190.0
CASARES;4;H;PUR SANG;3;0;2;7568,00;3404,00;10972,00;2522,67;340.0
LADY LUCK;3;F;PUR SANG;11;1;3;7566,00;1924,00;9490,00;687,82;255.0
NORQUI DES ROSES;6;H;PUR SANG;5;1;1;7560,00;3402,00;10962,00;1512,00;215.0
SICILIAN THREAT;3;H;PUR SANG;8;0;6;7554,00;5665,00;13219,00;944,25;285.0
MONDIALITO D'HUEZ;3;H;CHEVAL AUTRE QUE PUR SANG;1;1;0;7550,00;0,00;7550,00;7550,00;
BELL BOY;3;M;PUR SANG;10;0;6;7550,00;5662,00;13212,00;755,00;235.0
MAYISKI;3;M;PUR SANG;3;0;3;7550,00;5662,00;13212,00;2516,67;340.0
MISTER RIZZ;3;H;PUR SANG;1;0;1;7545,00;0,00;7545,00;7545,00;455.0
ECOLOGY;3;F;PUR SANG;1;0;1;7545,00;0,00;7545,00;7545,00;440.0
MR CASSIOPE;5;M;PUR SANG;8;1;3;7535,00;3390,00;10925,00;941,88;590.0
CARTIMANDUA;4;F;PUR SANG;13;0;7;7534,00;3389,00;10923,00;579,54;265.0
KAHRAMAN;5;M;PUR SANG;2;0;2;7530,00;3388,00;10918,00;3765,00;315.0
MR FLEURANT;4;H;PUR SANG;5;0;3;7527,00;3387,00;10914,00;1505,40;415.0
FENG SHUI DU PECOS AA;7;H;ANGLO-ARABE;4;0;2;7520,00;0,00;7520,00;1880,00;
MISS BELIEVE;8;F;PUR SANG;10;1;5;7510,00;3379,00;10889,00;751,00;600.0
MEHDALI;2;M;PUR SANG;3;0;3;7502,00;5626,00;13128,00;2500,67;380.0
THE FIRST LADY;7;F;PUR SANG;1;1;0;7500,00;3375,00;10875,00;7500,00;230.0
ASLAN SENORA;6;H;PUR SANG;1;1;0;7500,00;3375,00;10875,00;7500,00;260.0
KOSAKENZIPFEL;6;H;PUR SANG;3;1;0;7500,00;3375,00;10875,00;2500,00;410.0
ZIGOTTO AA;5;H;ANGLO-ARABE;3;1;0;7500,00;0,00;7500,00;2500,00;
GOLDEN TRIP;5;F;PUR SANG;3;1;0;7500,00;3375,00;10875,00;2500,00;210.0
ERIDITA DOVER;4;F;PUR SANG;8;1;4;7500,00;3374,00;10874,00;937,50;270.0
ALTYNAI;3;F;PUR SANG;3;1;1;7500,00;5625,00;13125,00;2500,00;320.0
BIRIATOU;5;M;PUR SANG;5;1;0;7500,00;0,00;7500,00;1500,00;265.0
RISING SIGN;4;F;PUR SANG;1;1;0;7500,00;0,00;7500,00;7500,00;
MISTER URSUS;4;H;PUR SANG;2;1;0;7500,00;0,00;7500,00;3750,00;380.0
SHANAKILL;7;H;PUR SANG;4;0;3;7500,00;3375,00;10875,00;1875,00;310.0
SULTANE;4;F;PUR SANG;3;0;2;7500,00;3375,00;10875,00;2500,00;320.0
LHAKPA;3;F;PUR SANG;2;0;2;7500,00;5625,00;13125,00;3750,00;435.0
TREVILLY;2;M;PUR SANG;4;0;4;7495,00;5620,00;13115,00;1873,75;365.0
GIFT OF THE G;7;H;PUR SANG;6;0;4;7495,00;3372,00;10867,00;1249,17;235.0
SALSA ROSE;3;F;PUR SANG;4;1;2;7490,00;5617,00;13107,00;1872,50;300.0
ORLY;3;M;PUR SANG;10;1;2;7480,00;5610,00;13090,00;748,00;260.0
CALBIGNY;3;H;PUR SANG;5;0;4;7472,00;5603,00;13075,00;1494,40;245.0
AQUILON;5;H;PUR SANG;9;1;4;7460,00;3356,00;10816,00;828,89;275.0
BANMA;3;F;PUR SANG;7;1;3;7450,00;5586,00;13036,00;1064,29;280.0
ZAADOR;5;H;PUR SANG;8;1;2;7436,00;1433,00;8869,00;929,50;205.0
KNIGHTOFTHEFOREST;3;H;PUR SANG;9;1;4;7425,00;2868,00;10293,00;825,00;250.0
SOLAS;3;F;PUR SANG;7;0;4;7425,00;5568,00;12993,00;1060,71;345.0
MALTOCK D'ORGERES;4;H;PUR SANG;8;0;4;7420,00;3339,00;10759,00;927,50;240.0
CAYSSIE MA STAR;3;F;PUR SANG;6;0;5;7412,00;5558,00;12970,00;1235,33;295.0
CITY BABE;3;F;PUR SANG;4;0;4;7410,00;5555,00;12965,00;1852,50;365.0
MISS BRESIL DELF;3;F;PUR SANG;3;0;2;7410,00;5557,00;12967,00;2470,00;310.0
CHAMPAGNE POWDER;3;M;PUR SANG;3;0;2;7410,00;5557,00;12967,00;2470,00;410.0
MENAKOZ;3;F;PUR SANG;3;0;2;7410,00;0,00;7410,00;2470,00;370.0
DEODATA;3;F;PUR SANG;3;0;2;7410,00;0,00;7410,00;2470,00;365.0
KLIFFHANGER;5;H;CHEVAL AUTRE QUE PUR SANG;3;1;1;7400,00;0,00;7400,00;2466,67;
LEHMAN;6;M;PUR SANG;4;1;2;7400,00;3330,00;10730,00;1850,00;640.0
MAITRE DE CHANT;4;H;PUR SANG;8;1;3;7400,00;2295,00;9695,00;925,00;210.0
SPEZIAL;4;F;PUR SANG;7;0;4;7400,00;3330,00;10730,00;1057,14;345.0
TARATEEL;2;F;PUR SANG;2;0;2;7398,00;5548,00;12946,00;3699,00;
GUARDIAN;4;H;PUR SANG;4;0;4;7390,00;0,00;7390,00;1847,50;360.0
CONCERTO;6;H;PUR SANG;6;1;3;7388,00;3324,00;10712,00;1231,33;205.0
ESTELLA MOBRAY;4;F;PUR SANG;7;0;5;7386,00;0,00;7386,00;1055,14;220.0
MYDAY;3;F;CHEVAL AUTRE QUE PUR SANG;3;0;2;7385,00;0,00;7385,00;2461,67;
MAIN TENDUE;3;F;CHEVAL AUTRE QUE PUR SANG;2;1;1;7380,00;0,00;7380,00;3690,00;
REZZONICO;3;F;PUR SANG;6;1;3;7375,00;1462,00;8837,00;1229,17;270.0
CHRISTINE;3;F;PUR SANG;4;0;3;7364,00;5522,00;12886,00;1841,00;310.0
MONA MALPIC;4;F;PUR SANG;9;1;4;7360,00;3312,00;10672,00;817,78;475.0
LOVELY LOUED;4;F;CHEVAL AUTRE QUE PUR SANG;2;1;1;7350,00;0,00;7350,00;3675,00;
LAVIE ENROSE ATHON;4;F;CHEVAL AUTRE QUE PUR SANG;2;1;1;7350,00;0,00;7350,00;3675,00;
NOARDS;3;H;PUR SANG;3;0;2;7350,00;5512,00;12862,00;2450,00;340.0
CEROS GOLD;3;M;PUR SANG;3;0;3;7350,00;5511,00;12861,00;2450,00;320.0
HURRICANGO;3;M;PUR SANG;3;0;2;7350,00;5512,00;12862,00;2450,00;350.0
SANLAK;3;M;PUR SANG;3;0;2;7350,00;0,00;7350,00;2450,00;380.0
MATURLO;4;M;PUR SANG;4;0;3;7350,00;0,00;7350,00;1837,50;425.0
PRINCE SHALAA;4;H;PUR SANG;13;1;4;7336,00;3300,00;10636,00;564,31;195.0
RAKAN;3;M;PUR SANG;8;0;3;7325,00;0,00;7325,00;915,63;270.0
CALIF;6;H;PUR SANG;1;0;1;7320,00;0,00;7320,00;7320,00;510.0
BOURBON BLUES;2;H;PUR SANG;1;0;1;7320,00;0,00;7320,00;7320,00;440.0
UNDERSTUDY;3;F;PUR SANG;1;0;1;7320,00;0,00;7320,00;7320,00;460.0
SAPHO;3;F;PUR SANG;5;0;4;7309,00;5481,00;12790,00;1461,80;285.0
KALIFE ALAPLACE;5;H;PUR SANG;7;0;4;7305,00;3286,00;10591,00;1043,57;270.0
EASTMAN;3;M;PUR SANG;8;1;2;7304,00;2103,00;9407,00;913,00;230.0
NAXOS AA;4;H;ANGLO-ARABE DE COMPLEMENT;1;1;0;7300,00;0,00;7300,00;7300,00;
DARYLAKHA;4;F;PUR SANG;2;1;1;7300,00;3285,00;10585,00;3650,00;330.0
KINGSALE;4;M;PUR SANG;3;0;3;7300,00;3285,00;10585,00;2433,33;385.0
ROSSONERA;3;F;PUR SANG;6;0;2;7300,00;5475,00;12775,00;1216,67;345.0
MADIGAN;5;H;PUR SANG;12;0;5;7285,00;3278,00;10563,00;607,08;240.0
VEGA DREAM;8;H;PUR SANG;16;0;4;7276,00;3273,00;10549,00;454,75;160.0
MISS ALWAYS;3;F;PUR SANG;6;0;4;7275,00;4387,00;11662,00;1212,50;310.0
SHACKLETON;3;H;PUR SANG;6;1;3;7270,00;1807,00;9077,00;1211,67;275.0
NOW THE EAGLE;3;H;PUR SANG;5;0;3;7257,00;5441,00;12698,00;1451,40;325.0
MANOIR DE MIRANDE;3;H;CHEVAL AUTRE QUE PUR SANG;1;1;0;7250,00;0,00;7250,00;7250,00;
REMINISCE;5;H;PUR SANG;6;0;3;7242,00;3258,00;10500,00;1207,00;290.0
NATH SHOW;4;H;PUR SANG;8;0;4;7230,00;3253,00;10483,00;903,75;285.0
PRINCE DE MONTFORT;7;H;PUR SANG;2;1;1;7225,00;3251,00;10476,00;3612,50;400.0
MONDAINAI;5;F;PUR SANG;7;1;5;7224,00;2422,00;9646,00;1032,00;165.0
HYDE POMPADOUR AA;4;F;*ANGLO-ARABE*;5;0;3;7215,00;0,00;7215,00;1443,00;
THALIA;3;F;PUR SANG;4;0;4;7210,00;5407,00;12617,00;1802,50;320.0
SEA WAVE;3;H;PUR SANG;7;0;5;7210,00;4450,00;11660,00;1030,00;290.0
IMAYA;3;F;PUR SANG;10;0;4;7203,00;5401,00;12604,00;720,30;215.0
INCA MAN;8;H;PUR SANG;3;1;0;7200,00;3240,00;10440,00;2400,00;235.0
MULTIPLE CHOICE;4;F;PUR SANG;2;1;1;7200,00;0,00;7200,00;3600,00;310.0
AL NAJEEB;5;M;ARABE;4;0;4;7200,00;3240,00;10440,00;1800,00;430.0
LORD DE L'ARDUS;4;M;ARABE;5;0;4;7200,00;3240,00;10440,00;1440,00;400.0
SAWAF;3;H;PUR SANG;8;0;4;7200,00;5399,00;12599,00;900,00;240.0
ADDICTION GAGNANTE;3;F;PUR SANG;3;0;3;7200,00;5400,00;12600,00;2400,00;360.0
FIREMAN;3;H;PUR SANG;6;0;4;7200,00;5399,00;12599,00;1200,00;300.0
AMELIELYMPIQUE;5;F;PUR SANG;4;0;2;7200,00;3240,00;10440,00;1800,00;340.0
AKIF;4;M;ARABE;4;0;4;7200,00;0,00;7200,00;1800,00;400.0
CHAAM;6;H;PUR SANG;9;1;3;7185,00;3233,00;10418,00;798,33;180.0
DAVICHOP;7;H;PUR SANG;8;1;4;7180,00;3231,00;10411,00;897,50;615.0
SAINT FIACRE;7;H;PUR SANG;7;1;4;7180,00;3229,00;10409,00;1025,71;245.0
NEVER LEAVE;4;F;PUR SANG;14;0;10;7180,00;3229,00;10409,00;512,86;155.0
JOURY;3;F;PUR SANG;2;0;2;7170,00;5377,00;12547,00;3585,00;
MIEUX QUE PAPA;3;F;PUR SANG;10;0;5;7170,00;675,00;7845,00;717,00;235.0
RHODA'S CHOICE;7;F;PUR SANG;7;1;3;7160,00;3222,00;10382,00;1022,86;615.0
GO GO BLITZ;6;H;PUR SANG;8;0;5;7160,00;3222,00;10382,00;895,00;165.0
PRETTY WARRIOR;5;F;PUR SANG;12;0;7;7156,00;3219,00;10375,00;596,33;150.0
THE MAGIC MAN;8;H;PUR SANG;10;0;5;7152,00;3218,00;10370,00;715,20;225.0
LADY CHATTERLEY;4;F;PUR SANG;2;1;1;7150,00;3217,00;10367,00;3575,00;300.0
SEREMINI;4;H;PUR SANG;5;0;3;7150,00;3217,00;10367,00;1430,00;390.0
CHEEKY BOY;4;H;PUR SANG;2;0;1;7140,00;3213,00;10353,00;3570,00;395.0
KALAHANI;3;M;PUR SANG;2;0;2;7140,00;5355,00;12495,00;3570,00;
KIROVSKY;3;H;PUR SANG;2;0;2;7140,00;0,00;7140,00;3570,00;
SONGHAI;3;F;PUR SANG;1;0;1;7140,00;0,00;7140,00;7140,00;445.0
GOOD DES LANDES;7;F;PUR SANG;5;1;1;7130,00;3208,00;10338,00;1426,00;195.0
KATY DES GENIEVRES;5;F;CHEVAL AUTRE QUE PUR SANG;5;0;5;7120,00;0,00;7120,00;1424,00;
STEELHAMMER;6;H;PUR SANG;6;0;3;7114,00;3201,00;10315,00;1185,67;265.0
ANGELY DE CLUNY;4;F;PUR SANG;3;1;2;7100,00;3015,00;10115,00;2366,67;290.0
MINO DES MOTTES;3;H;CHEVAL AUTRE QUE PUR SANG;2;1;0;7100,00;0,00;7100,00;3550,00;
STEF LE MAGNIFIQUE;3;M;PUR SANG;4;0;2;7100,00;5325,00;12425,00;1775,00;410.0
MELOSA;3;F;PUR SANG;4;0;3;7100,00;0,00;7100,00;1775,00;330.0
RAIATEA;4;F;PUR SANG;7;0;5;7095,00;3191,00;10286,00;1013,57;240.0
LIBERTY WAY;3;M;PUR SANG;4;0;3;7080,00;5309,00;12389,00;1770,00;335.0
ATHELIA;6;F;PUR SANG;8;0;7;7069,00;2658,00;9727,00;883,63;165.0
CAHAGNES;3;F;PUR SANG;6;1;2;7050,00;5287,00;12337,00;1175,00;340.0
TIFFANYLI;4;F;PUR SANG;7;0;5;7050,00;3172,00;10222,00;1007,14;360.0
JULIO;2;M;PUR SANG;4;0;4;7050,00;5287,00;12337,00;1762,50;360.0
ARABIAN FEVER;3;M;PUR SANG;2;0;2;7035,00;5276,00;12311,00;3517,50;360.0
VOCALISTE;3;M;PUR SANG;2;0;2;7035,00;5276,00;12311,00;3517,50;
OLIVA;6;F;PUR SANG;6;0;2;7030,00;3163,00;10193,00;1171,67;235.0
L'INITIE;4;H;PUR SANG;8;0;6;7030,00;3162,00;10192,00;878,75;245.0
MARQUISE DES ILES;2;F;PUR SANG;3;2;0;7000,00;5250,00;12250,00;2333,33;
SKY AMBER KRF;3;M;ARABE;4;0;2;7000,00;5250,00;12250,00;1750,00;
MUSTAWLI;3;M;ARABE;4;0;3;7000,00;5250,00;12250,00;1750,00;
MARZOOG;3;M;ARABE;3;0;3;7000,00;5250,00;12250,00;2333,33;
KIAORA DU SOLEIL;3;F;ARABE;2;0;2;7000,00;5250,00;12250,00;3500,00;
CHAUNCEY GARDINER;3;M;PUR SANG;1;0;1;7000,00;5250,00;12250,00;7000,00;440.0
